frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,pitch,yaw,roll,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
13844,0.98076,-0.12261,0.15188,0.097184,0.98153,0.16479,-0.16928,-0.14686,0.97456,-9.5977,8.7359,7.1257,-0.078537,0.080932,0.055387,0.99208,-0.62509,0.64415,0.44083,14.436,-3.4819,88.011,-509.81,0.0096085,0.14283,-0.49766,-0.04137,0.17838,-0.55274,-0.0011914,0.17796,-0.56195,0.072064,0.1471,-0.53492
13846,0.98412,-0.12485,0.12618,0.10425,0.98186,0.15839,-0.14367,-0.14272,0.97928,-9.1874,7.249,7.23,-0.075797,0.067929,0.05767,0.99313,-0.64792,0.58067,0.49298,13.436,-1.264,87.84,-509.61,0.012655,0.14263,-0.49824,-0.039705,0.17829,-0.55207,0.00021314,0.1774,-0.56238,0.074149,0.14683,-0.53709
13849,0.98701,-0.12617,0.099457,0.10949,0.9813,0.15831,-0.11757,-0.14537,0.98237,-9.1549,5.7079,7.2849,-0.076393,0.054595,0.059283,0.99382,-0.68795,0.49165,0.53387,12.751,2.1149,87.814,-510.27,0.016243,0.14257,-0.49902,-0.037531,0.17842,-0.55143,0.0020443,0.17766,-0.56278,0.076643,0.14674,-0.53957
13852,0.98926,-0.12726,0.071856,0.11535,0.98181,0.15078,-0.089737,-0.14087,0.98595,-8.6947,4.1206,7.3302,-0.073307,0.040617,0.06098,0.99461,-0.70729,0.39189,0.58835,11.898,5.432,88.085,-510.6,0.019922,0.14287,-0.49999,-0.03522,0.17851,-0.55091,0.0040442,0.17766,-0.56339,0.079175,0.14669,-0.54214
13855,0.99069,-0.1284,0.04528,0.12013,0.98086,0.15323,-0.064089,-0.14637,0.98715,-8.8236,2.5952,7.3849,-0.07529,0.027484,0.062455,0.99482,-0.74097,0.27049,0.61465,11.664,8.8609,87.904,-511.68,0.023648,0.14262,-0.50112,-0.032831,0.17863,-0.55048,0.0060515,0.1779,-0.56405,0.081693,0.14668,-0.54489
13858,0.99142,-0.12957,0.017257,0.12578,0.98157,0.14386,-0.035579,-0.14045,0.98945,-8.2725,0.98881,7.446,-0.071415,0.013272,0.06414,0.99529,-0.73697,0.13696,0.6619,11.122,12.386,88.248,-512.24,0.027432,0.14302,-0.50236,-0.030349,0.17871,-0.55021,0.0081492,0.17791,-0.56482,0.084207,0.1466,-0.54775
13861,0.99119,-0.1317,-0.01408,0.1324,0.98212,0.13383,-0.0037988,-0.13452,0.9909,-7.692,-0.80672,7.5689,-0.06739,-0.0025818,0.066324,0.99552,-0.71246,-0.027295,0.70118,10.855,16.639,88.417,-512.9,0.031976,0.14324,-0.50373,-0.027246,0.17869,-0.54988,0.010804,0.17784,-0.56572,0.087266,0.14636,-0.55111
13863,0.98986,-0.13629,-0.040073,0.14045,0.98121,0.13228,0.021292,-0.13657,0.9904,-7.6078,-2.2966,7.8393,-0.06754,-0.015416,0.069519,0.99517,-0.68817,-0.15707,0.70834,11.265,19.497,88.132,-513.65,0.035488,0.14283,-0.50491,-0.024777,0.17877,-0.54947,0.012832,0.1776,-0.56627,0.089575,0.1459,-0.55362
13865,0.98848,-0.14047,-0.05637,0.14663,0.98106,0.12654,0.037528,-0.13334,0.99036,-7.2811,-3.2315,8.0881,-0.065298,-0.023593,0.072139,0.99498,-0.65218,-0.23564,0.72051,11.492,21.198,88.337,-513.74,0.037605,0.14299,-0.5055,-0.023225,0.17904,-0.54913,0.014054,0.1776,-0.56654,0.090955,0.14565,-0.55502
13867,0.98687,-0.14284,-0.075384,0.15162,0.98016,0.12769,0.055649,-0.13744,0.98895,-7.357,-4.3233,8.2358,-0.06665,-0.03294,0.074024,0.99448,-0.63528,-0.31398,0.70557,12.044,23.809,88.035,-514.63,0.040397,0.14263,-0.50637,-0.021192,0.17899,-0.54878,0.015719,0.17769,-0.56694,0.09274,0.14533,-0.55705
13869,0.98387,-0.14747,-0.10123,0.15922,0.97992,0.12003,0.0815,-0.13421,0.9876,-6.9297,-5.8102,8.5242,-0.063951,-0.045963,0.077142,0.9939,-0.5801,-0.41693,0.69975,12.659,26.506,87.841,-515.06,0.043761,0.14236,-0.50766,-0.018743,0.17892,-0.54844,0.017718,0.17713,-0.56759,0.094861,0.14478,-0.55959
13872,0.98029,-0.14996,-0.12861,0.16444,0.98018,0.11052,0.10949,-0.12949,0.98552,-6.3986,-7.3893,8.6972,-0.060411,-0.059931,0.079135,0.99323,-0.51987,-0.51573,0.681,13.346,30.146,88.07,-515.79,0.047624,0.1426,-0.50907,-0.01592,0.17901,-0.5482,0.020004,0.17714,-0.56838,0.097274,0.14456,-0.56246
13875,0.97697,-0.15134,-0.1504,0.16909,0.97908,0.11316,0.13013,-0.13599,0.98213,-6.5726,-8.6503,8.8055,-0.062773,-0.070682,0.080733,0.99224,-0.50495,-0.56857,0.64942,14.282,33.19,87.705,-517.26,0.051026,0.14214,-0.51067,-0.01331,0.17903,-0.54824,0.022166,0.17712,-0.56923,0.09946,0.14444,-0.56507
13878,0.97334,-0.15535,-0.16875,0.1751,0.97847,0.10922,0.14815,-0.13586,0.97959,-6.362,-9.7154,9.0681,-0.061802,-0.079915,0.083331,0.99139,-0.47192,-0.61024,0.63632,15.05,36.003,87.675,-518.44,0.053974,0.14208,-0.512,-0.010941,0.17911,-0.54845,0.024093,0.17729,-0.57007,0.10143,0.14396,-0.56746
13881,0.96918,-0.16248,-0.18517,0.18299,0.97806,0.099556,0.16493,-0.13037,0.97765,-5.8145,-10.671,9.5167,-0.058029,-0.08836,0.087188,0.99057,-0.42349,-0.64483,0.63628,15.752,38.221,87.826,-518.99,0.056545,0.14218,-0.51313,-0.0087607,0.17929,-0.54864,0.025926,0.17717,-0.57077,0.10322,0.14321,-0.56944
13886,0.96496,-0.16573,-0.20341,0.18773,0.97772,0.093943,0.18331,-0.12884,0.97458,-5.506,-11.737,9.7455,-0.05628,-0.097696,0.089293,0.9896,-0.39132,-0.67928,0.62085,16.538,41.376,87.782,-520.04,0.059896,0.14211,-0.51456,-0.0059963,0.17931,-0.54891,0.028281,0.1771,-0.57164,0.10546,0.14279,-0.57169
13892,0.96005,-0.17245,-0.22038,0.19648,0.97618,0.09204,0.19926,-0.13166,0.97106,-5.4145,-12.731,10.183,-0.056585,-0.10615,0.093321,0.98834,-0.37168,-0.69722,0.61297,17.514,44.49,87.204,-520.99,0.063342,0.14142,-0.51556,-0.0028991,0.17908,-0.54875,0.030991,0.17684,-0.57207,0.10803,0.14163,-0.57352
13908,0.95802,-0.17322,-0.22845,0.20152,0.97364,0.10683,0.20392,-0.14839,0.96768,-6.3001,-13.206,10.249,-0.064624,-0.10948,0.094887,0.98734,-0.40737,-0.69013,0.59814,18.256,46.798,85.105,-518.81,0.065808,0.13917,-0.51245,-0.00041335,0.17756,-0.54466,0.033373,0.17567,-0.56813,0.11027,0.13997,-0.57074
13914,0.95708,-0.16933,-0.23522,0.20221,0.97154,0.12336,0.20764,-0.16563,0.96408,-7.2918,-13.605,10.033,-0.073237,-0.11223,0.094154,0.9865,-0.44716,-0.68525,0.57487,18.853,46.45,83.452,-516.6,0.065732,0.13734,-0.50965,-0.00066211,0.1765,-0.54088,0.033085,0.17472,-0.56457,0.11001,0.13939,-0.56795
13919,0.9618,-0.16681,-0.21705,0.19888,0.97063,0.13536,0.1881,-0.17336,0.96673,-7.9706,-12.536,9.839,-0.07817,-0.10259,0.092597,0.98731,-0.49233,-0.64614,0.5832,18.272,45.04,82.611,-514.62,0.064159,0.13645,-0.50687,-0.0015319,0.17579,-0.53908,0.032649,0.17419,-0.56209,0.1096,0.13901,-0.56417
13920,0.96574,-0.16341,-0.20158,0.19461,0.96995,0.14605,0.17165,-0.18027,0.96852,-8.5751,-11.629,9.604,-0.082574,-0.094445,0.090597,0.98795,-0.53361,-0.61032,0.58546,17.804,44.187,81.986,-514.13,0.063016,0.13581,-0.5056,-0.0022272,0.17527,-0.5387,0.032302,0.17402,-0.56118,0.10922,0.13892,-0.5621
13923,0.97201,-0.16707,-0.16519,0.19364,0.96784,0.16057,0.13305,-0.18806,0.9731,-9.3698,-9.508,9.7528,-0.088122,-0.075383,0.091175,0.98906,-0.59737,-0.51102,0.61807,16.966,41.388,81.495,-512.3,0.060068,0.13517,-0.50256,-0.0037467,0.17525,-0.53799,0.031633,0.17403,-0.55904,0.10841,0.13834,-0.55716
13925,0.97489,-0.16899,-0.14505,0.19161,0.96842,0.15955,0.1135,-0.18334,0.97648,-9.28,-8.3399,9.8342,-0.086596,-0.065295,0.091068,0.98992,-0.61148,-0.46106,0.64305,16.283,39.895,81.362,-510.74,0.058536,0.13505,-0.501,-0.0043722,0.17496,-0.53772,0.031434,0.17349,-0.55812,0.10803,0.13795,-0.55459
13926,0.97761,-0.17378,-0.11867,0.19229,0.96681,0.16826,0.085494,-0.18731,0.97857,-9.7562,-6.8155,10.08,-0.08976,-0.05154,0.092411,0.99033,-0.64689,-0.37145,0.666,15.952,38.017,80.872,-509.6,0.056511,0.13445,-0.499,-0.005144,0.17475,-0.53735,0.031165,0.17333,-0.5567,0.10747,0.13715,-0.55131
13928,0.97922,-0.18263,-0.088125,0.19572,0.9649,0.17511,0.053052,-0.18872,0.9806,-10.125,-5.0557,10.565,-0.091824,-0.035631,0.09549,0.99055,-0.66934,-0.25973,0.69607,15.77,34.875,80.217,-507.41,0.053912,0.13355,-0.49656,-0.0061445,0.17465,-0.53671,0.030755,0.17248,-0.55497,0.10648,0.13614,-0.54701
13930,0.98091,-0.18234,-0.067621,0.19183,0.9643,0.18255,0.031922,-0.19203,0.98087,-10.542,-3.8773,10.53,-0.094522,-0.025119,0.09442,0.99072,-0.69531,-0.18478,0.69455,15.626,33.549,79.654,-506.55,0.052365,0.13295,-0.49513,-0.006811,0.17418,-0.53642,0.030466,0.1721,-0.55399,0.10589,0.13581,-0.5445
13931,0.98113,-0.18671,-0.050156,0.1929,0.96268,0.18981,0.012845,-0.19591,0.98054,-10.956,-2.8749,10.774,-0.097355,-0.015901,0.095812,0.9905,-0.70795,-0.11563,0.69673,15.808,31.921,79.253,-505.78,0.050718,0.13242,-0.49377,-0.0075342,0.17411,-0.53604,0.030071,0.17193,-0.55284,0.10523,0.13518,-0.5422
13934,0.98191,-0.18872,-0.015314,0.18797,0.96193,0.19838,-0.022707,-0.19767,0.98,-11.444,-0.87748,10.879,-0.099971,0.001866,0.095081,0.99044,-0.72454,0.013524,0.6891,15.862,28.983,78.835,-504.12,0.047355,0.13195,-0.49127,-0.0092383,0.17377,-0.53551,0.028934,0.17166,-0.55098,0.10344,0.13463,-0.53768
13936,0.98158,-0.19103,0.001365,0.18678,0.96119,0.20303,-0.040097,-0.19904,0.97917,-11.714,0.078207,11.013,-0.10151,0.010468,0.095388,0.9902,-0.7267,0.074939,0.68286,16.06,27.184,78.541,-503.43,0.04558,0.13158,-0.49027,-0.010169,0.1737,-0.53548,0.028212,0.17136,-0.55021,0.1025,0.13426,-0.53566
13937,0.98092,-0.19353,0.018643,0.18593,0.96179,0.20096,-0.056821,-0.19366,0.97942,-11.595,1.0682,11.161,-0.099627,0.019052,0.095802,0.99022,-0.71406,0.13655,0.68664,16.04,25.464,78.666,-502.52,0.0438,0.13172,-0.48937,-0.011032,0.17368,-0.5356,0.027651,0.17115,-0.54974,0.10146,0.13405,-0.53383
13939,0.98043,-0.19323,0.037729,0.18162,0.96165,0.20553,-0.075995,-0.19465,0.97792,-11.869,2.1622,11.149,-0.10106,0.02872,0.094662,0.98995,-0.71462,0.20308,0.66938,16.26,24.346,78.645,-502.34,0.042065,0.13175,-0.48853,-0.011869,0.17359,-0.53587,0.027067,0.17143,-0.54923,0.10055,0.13393,-0.53203
13941,0.97791,-0.20132,0.056198,0.18616,0.96116,0.20376,-0.095037,-0.1888,0.97741,-11.776,3.2216,11.633,-0.099182,0.03821,0.097897,0.9895,-0.68637,0.26442,0.67748,16.617,21.472,78.663,-501.29,0.039775,0.13162,-0.4877,-0.01298,0.17387,-0.53618,0.026179,0.17094,-0.54887,0.099124,0.13325,-0.52988
13943,0.97597,-0.20132,0.083424,0.18065,0.96152,0.20697,-0.12188,-0.18692,0.97478,-11.987,4.7854,11.655,-0.099571,0.051899,0.096557,0.98897,-0.67236,0.35045,0.65201,17.033,19.405,78.661,-500.99,0.036828,0.13173,-0.48668,-0.014524,0.17362,-0.5367,0.024964,0.17111,-0.54819,0.097328,0.13289,-0.52738
13946,0.973,-0.20239,0.11098,0.17602,0.96163,0.21045,-0.14932,-0.18523,0.97128,-12.225,6.3719,11.75,-0.1001,0.065854,0.095736,0.98817,-0.65269,0.42937,0.62421,17.645,15.807,78.672,-500.18,0.033223,0.13169,-0.48567,-0.016708,0.17377,-0.5372,0.023067,0.17091,-0.54765,0.094807,0.13302,-0.52468
13949,0.97011,-0.19915,0.13862,0.16801,0.9635,0.20842,-0.17507,-0.1789,0.96817,-12.149,7.9682,11.601,-0.098039,0.079404,0.092939,0.98765,-0.62565,0.50673,0.59311,18.031,12.506,79.126,-499.59,0.029418,0.13228,-0.485,-0.019145,0.17382,-0.53805,0.020893,0.17098,-0.54741,0.091991,0.13352,-0.52231
13951,0.9682,-0.19777,0.15322,0.16229,0.9626,0.21696,-0.1904,-0.18519,0.96408,-12.683,8.8138,11.545,-0.10188,0.087057,0.091223,0.98677,-0.62848,0.53701,0.56271,18.659,10.965,79.144,-500.04,0.027569,0.13224,-0.48488,-0.0203,0.1741,-0.53858,0.019909,0.17139,-0.54737,0.090613,0.134,-0.52128
13953,0.96526,-0.19584,0.17297,0.15721,0.96406,0.2142,-0.2087,-0.17956,0.96135,-12.561,9.9605,11.469,-0.099813,0.096749,0.089494,0.98624,-0.60374,0.58521,0.54133,19.032,8.8246,79.502,-500.05,0.025168,0.13269,-0.48493,-0.021665,0.17421,-0.53979,0.018612,0.17142,-0.54778,0.088798,0.13436,-0.52007
13955,0.95967,-0.19884,0.19874,0.15625,0.96493,0.21095,-0.23371,-0.17139,0.95708,-12.43,11.463,11.706,-0.097031,0.10975,0.090114,0.9851,-0.56417,0.63811,0.52396,19.807,6.031,80.196,-500.34,0.022157,0.13344,-0.48517,-0.023088,0.1747,-0.54148,0.017409,0.17179,-0.54852,0.086696,0.13453,-0.51878
13958,0.95312,-0.19932,0.22765,0.15471,0.96762,0.19945,-0.26004,-0.15488,0.9531,-11.82,13.159,11.812,-0.090015,0.12389,0.089939,0.9841,-0.50685,0.6976,0.50642,20.46,2.6787,81.151,-500.05,0.01883,0.13453,-0.48542,-0.024657,0.17507,-0.54344,0.015995,0.1717,-0.54937,0.084286,0.13496,-0.51723
13961,0.94723,-0.19673,0.25308,0.14679,0.96809,0.20313,-0.28496,-0.15526,0.94588,-12.12,14.66,11.733,-0.091192,0.13691,0.087412,0.9825,-0.48954,0.73495,0.46925,21.472,0.34958,81.629,-501.19,0.015664,0.13511,-0.48602,-0.02638,0.17541,-0.54529,0.014427,0.17239,-0.55006,0.08186,0.13552,-0.51617
13964,0.94111,-0.19454,0.27654,0.14076,0.96908,0.20267,-0.30742,-0.15181,0.93939,-12.175,16.054,11.679,-0.090335,0.14881,0.085447,0.98102,-0.46582,0.76738,0.44062,22.364,-2.8739,82.279,-501.93,0.012276,0.13579,-0.48672,-0.028402,0.17595,-0.54716,0.012498,0.17277,-0.55103,0.079188,0.13638,-0.51528
13967,0.93409,-0.1924,0.30077,0.13734,0.97119,0.19473,-0.32958,-0.14059,0.9336,-11.782,17.504,11.639,-0.08557,0.16086,0.084148,0.97965,-0.42637,0.80151,0.41928,23.155,-6.3206,83.141,-502.27,0.0089403,0.13674,-0.48747,-0.030244,0.17638,-0.54921,0.010735,0.17278,-0.55213,0.076539,0.1372,-0.51441
13970,0.92662,-0.18734,0.32599,0.12783,0.97235,0.19545,-0.35359,-0.13944,0.92495,-11.932,19.026,11.43,-0.085627,0.17376,0.080587,0.97774,-0.40812,0.8282,0.38409,24.222,-8.3311,83.792,-503.54,0.0058272,0.13758,-0.48834,-0.031837,0.17664,-0.55122,0.0091825,0.17361,-0.55299,0.074037,0.13795,-0.51353
13973,0.91857,-0.18873,0.34729,0.12867,0.97356,0.18873,-0.37373,-0.12868,0.91857,-11.611,20.322,11.61,-0.081299,0.18468,0.081297,0.97605,-0.37371,0.84893,0.37371,25.13,-11.411,84.657,-504.01,0.0028948,0.13849,-0.4891,-0.033241,0.17719,-0.55309,0.0077997,0.17376,-0.55395,0.071681,0.13837,-0.51276
13976,0.91004,-0.18764,0.36963,0.12404,0.97409,0.18912,-0.39554,-0.12625,0.90973,-11.743,21.693,11.651,-0.080956,0.19642,0.080009,0.97389,-0.35661,0.86523,0.35244,26.243,-13.682,85.237,-505.04,-1.0571e-05,0.13916,-0.48986,-0.034622,0.17759,-0.55487,0.0064473,0.1744,-0.55473,0.06934,0.13884,-0.512
13979,0.90106,-0.18906,0.39031,0.12517,0.97505,0.18331,-0.41523,-0.11632,0.90225,-11.485,22.974,11.85,-0.077074,0.20721,0.080829,0.9719,-0.32743,0.88027,0.34338,27.229,-16.897,86.05,-505.53,-0.0029864,0.13998,-0.4906,-0.036017,0.1781,-0.55656,0.0050374,0.17446,-0.55554,0.066876,0.13924,-0.51111
13982,0.8911,-0.18969,0.41225,0.12191,0.97512,0.18515,-0.43712,-0.11473,0.89206,-11.726,24.346,12.017,-0.077344,0.21906,0.080366,0.96931,-0.31463,0.89114,0.32692,28.461,-20.048,86.34,-506.51,-0.0061406,0.14021,-0.49138,-0.037543,0.17847,-0.55822,0.0034723,0.17457,-0.55627,0.064227,0.13959,-0.5102
13985,0.88008,-0.18339,0.43798,0.11272,0.97673,0.18248,-0.46125,-0.11123,0.88027,-11.711,25.975,11.771,-0.075966,0.23258,0.076588,0.96658,-0.2963,0.90717,0.29873,29.711,-22.328,86.962,-507.54,-0.0096476,0.14109,-0.49224,-0.039316,0.17855,-0.56018,0.0016448,0.17527,-0.55697,0.061199,0.14026,-0.50919
13988,0.86708,-0.18099,0.46414,0.10556,0.97726,0.18388,-0.48686,-0.11044,0.86647,-11.981,27.654,11.79,-0.076395,0.24684,0.074376,0.96317,-0.28412,0.91802,0.27661,31.196,-25.714,87.419,-508.89,-0.013562,0.14159,-0.49333,-0.041269,0.17891,-0.56223,-0.00045019,0.17571,-0.55783,0.057756,0.1409,-0.50822
13991,0.85556,-0.1838,0.48398,0.10903,0.97786,0.17863,-0.5061,-0.10006,0.85665,-11.778,28.946,12.125,-0.072538,0.25771,0.076221,0.96048,-0.26059,0.9258,0.27382,32.325,-29.33,88.248,-509.78,-0.016967,0.14242,-0.4944,-0.042928,0.17946,-0.56415,-0.002222,0.17585,-0.55879,0.054648,0.14113,-0.50764
13994,0.8458,-0.17668,0.50339,0.098981,0.97916,0.17736,-0.52423,-0.10018,0.84566,-11.845,30.225,11.799,-0.072432,0.26819,0.071941,0.95794,-0.25241,0.93458,0.2507,33.352,-30.838,88.497,-511.06,-0.019476,0.14286,-0.49557,-0.044115,0.17936,-0.56605,-0.0034974,0.17628,-0.55978,0.052399,0.14184,-0.50742
14003,0.85008,-0.17416,0.49702,0.10775,0.98129,0.15957,-0.51551,-0.082094,0.85294,-10.597,29.803,11.578,-0.062951,0.26376,0.073435,0.95973,-0.22408,0.93886,0.2614,32.632,-32.382,90.698,-513.28,-0.02038,0.14522,-0.49885,-0.045534,0.18072,-0.56965,-0.0049156,0.17737,-0.56374,0.051383,0.14345,-0.51128
14006,0.85943,-0.16621,0.48348,0.10754,0.98329,0.14687,-0.49981,-0.074235,0.86295,-9.6592,28.913,10.946,-0.057431,0.2554,0.071103,0.96251,-0.21172,0.94152,0.26212,31.479,-31.373,91.835,-513.97,-0.018876,0.14647,-0.50042,-0.045416,0.18127,-0.57108,-0.0046881,0.17782,-0.56595,0.052634,0.14507,-0.51411
14009,0.86778,-0.1611,0.47011,0.10727,0.98442,0.13933,-0.48523,-0.070476,0.87154,-9.0826,28.041,10.517,-0.054362,0.24753,0.069538,0.96485,-0.20686,0.94191,0.2646,30.473,-29.585,92.556,-515.42,-0.01726,0.14735,-0.50236,-0.04508,0.18159,-0.57285,-0.0042277,0.17846,-0.56835,0.054051,0.14592,-0.51733
14012,0.87632,-0.15507,0.45609,0.10698,0.98578,0.12961,-0.46971,-0.064788,0.88044,-8.3745,27.135,10.035,-0.050244,0.23928,0.067729,0.96728,-0.19804,0.94314,0.26696,29.394,-27.857,93.502,-516.86,-0.015499,0.14844,-0.50445,-0.04465,0.18204,-0.57472,-0.0036955,0.17909,-0.57094,0.055516,0.14704,-0.52064
14014,0.88128,-0.15022,0.44808,0.10916,0.9872,0.11626,-0.45981,-0.05355,0.8864,-7.4725,26.621,9.6734,-0.043817,0.23426,0.066928,0.96888,-0.17701,0.94635,0.27037,28.665,-26.992,94.454,-517.06,-0.014494,0.14953,-0.50546,-0.044389,0.18224,-0.57574,-0.003419,0.17931,-0.57232,0.056325,0.14783,-0.52238
14017,0.89037,-0.14368,0.43198,0.10943,0.98861,0.10328,-0.4419,-0.044683,0.89595,-6.5754,25.593,9.1669,-0.038076,0.22489,0.065136,0.97146,-0.16052,0.94807,0.2746,27.443,-25.473,95.514,-518.63,-0.01254,0.15068,-0.50795,-0.043905,0.1827,-0.57797,-0.0028868,0.17965,-0.5754,0.057902,0.14915,-0.52624
14019,0.89658,-0.13892,0.42052,0.11114,0.98972,0.090002,-0.4287,-0.033958,0.90281,-5.6931,24.867,8.8077,-0.031841,0.21813,0.064232,0.97328,-0.13867,0.95001,0.27974,26.548,-24.043,96.538,-519.56,-0.011169,0.15186,-0.50966,-0.043511,0.18295,-0.57955,-0.0025156,0.1801,-0.57754,0.059114,0.14992,-0.529
14021,0.90425,-0.13101,0.40641,0.10761,0.99097,0.080021,-0.41322,-0.028625,0.91018,-5.0244,23.98,8.2438,-0.027847,0.21008,0.061161,0.97537,-0.12625,0.95246,0.27729,25.485,-22.184,97.669,-521.3,-0.0093055,0.15311,-0.51211,-0.04302,0.18353,-0.58172,-0.0019107,0.18081,-0.58041,0.060558,0.15145,-0.53258
14024,0.91318,-0.12918,0.38654,0.11424,0.99155,0.061494,-0.39122,-0.011997,0.92022,-3.8231,22.74,8.0519,-0.018788,0.19884,0.062232,0.97787,-0.089812,0.95049,0.29748,24.151,-20.287,99.305,-523.24,-0.0070188,0.15484,-0.51523,-0.042276,0.1843,-0.58453,-0.0011568,0.18141,-0.58402,0.062385,0.15235,-0.53718
14027,0.92082,-0.12102,0.37073,0.11361,0.99264,0.041858,-0.37307,0.0035742,0.9278,-2.5832,21.761,7.4872,-0.0097666,0.18975,0.059856,0.97996,-0.049027,0.95253,0.30047,22.982,-18.601,100.89,-525.08,-0.004756,0.15647,-0.51845,-0.041403,0.18486,-0.58748,-0.00030609,0.18168,-0.5879,0.064236,0.15407,-0.54171
14032,0.93132,-0.11181,0.3466,0.11363,0.99341,0.015142,-0.34601,0.025283,0.93789,-0.92496,20.28,6.8462,0.0025799,0.17621,0.057355,0.98268,0.013921,0.9508,0.30949,21.36,-15.197,103.28,-528.67,-0.0015233,0.15907,-0.52367,-0.040158,0.18565,-0.59219,0.00091329,0.18271,-0.59372,0.066777,0.15593,-0.54881
14034,0.93558,-0.10555,0.33697,0.11158,0.99375,0.00149,-0.33503,0.036205,0.94151,-0.090672,19.693,6.4368,0.0088222,0.17078,0.05518,0.98372,0.049097,0.95042,0.30708,20.703,-14.215,104.55,-529.99,-0.00024051,0.16035,-0.52597,-0.039729,0.18614,-0.5943,0.0013249,0.18298,-0.59632,0.067785,0.15727,-0.55176
14036,0.94098,-0.10693,0.32112,0.11757,0.99297,-0.013872,-0.31737,0.050806,0.94694,0.83928,18.73,6.4829,0.016416,0.16205,0.056978,0.985,0.09513,0.93911,0.33019,19.874,-13.068,105.88,-531.78,0.0013687,0.16162,-0.52878,-0.039241,0.18679,-0.59674,0.0017733,0.1833,-0.59947,0.068917,0.15778,-0.55565
14039,0.94672,-0.099569,0.30629,0.11361,0.99312,-0.028327,-0.30136,0.061617,0.95152,1.7052,17.836,6.0039,0.022798,0.15402,0.054035,0.98633,0.13833,0.93454,0.32786,18.972,-11.643,107.24,-534.0,0.0030376,0.16297,-0.53209,-0.038798,0.18729,-0.5996,0.0021489,0.18361,-0.60308,0.070127,0.1593,-0.55999
14044,0.95469,-0.093623,0.28248,0.11223,0.9924,-0.050403,-0.27561,0.079824,0.95795,3.0119,16.408,5.6009,0.03295,0.14121,0.052086,0.98806,0.21386,0.9165,0.33806,17.726,-9.2759,109.11,-537.54,0.005274,0.1649,-0.53705,-0.038382,0.18785,-0.60384,0.0024845,0.18421,-0.60832,0.071545,0.16057,-0.56656
14047,0.95912,-0.088132,0.26893,0.10793,0.99237,-0.059697,-0.26162,0.086281,0.96131,3.5535,15.601,5.2501,0.036899,0.13411,0.049558,0.98904,0.2499,0.90824,0.33563,16.982,-8.0651,110.03,-540.15,0.006524,0.16581,-0.54039,-0.038176,0.18818,-0.60665,0.0026119,0.18447,-0.61174,0.072419,0.16162,-0.57077
14049,0.96206,-0.083008,0.2599,0.1055,0.99168,-0.073791,-0.25161,0.098411,0.96281,4.3827,15.064,4.9314,0.043507,0.12923,0.047626,0.98951,0.30122,0.89473,0.32974,16.609,-6.636,110.85,-541.57,0.0074705,0.16675,-0.54253,-0.037967,0.18801,-0.60862,0.0027694,0.1846,-0.61402,0.072971,0.16202,-0.57359
14051,0.96488,-0.08043,0.25008,0.1056,0.99043,-0.0889,-0.24053,0.11219,0.96414,5.2682,14.482,4.765,0.050785,0.12391,0.046983,0.98988,0.35786,0.87311,0.33107,16.317,-5.3543,111.99,-543.32,0.0084952,0.16793,-0.54511,-0.037664,0.18818,-0.61096,0.0030157,0.18489,-0.61676,0.073662,0.16251,-0.57704
14062,0.97543,-0.070228,0.20882,0.098921,0.98653,-0.1303,-0.19686,0.14775,0.96923,7.6566,12.053,4.118,0.070119,0.1023,0.042656,0.99136,0.53461,0.78001,0.32522,15.073,-1.8578,115.94,-551.43,0.012628,0.17153,-0.55634,-0.036509,0.18966,-0.62068,0.0038605,0.18549,-0.62833,0.076271,0.16556,-0.59044
14087,0.98411,-0.059076,0.16746,0.09295,0.9749,-0.20231,-0.1513,0.21466,0.9649,11.842,9.64,3.4354,0.10525,0.080458,0.038373,0.99044,0.76309,0.58334,0.27821,15.856,1.9838,121.46,-564.78,0.016141,0.17657,-0.57412,-0.035897,0.19035,-0.63711,0.0040575,0.18559,-0.64632,0.07819,0.16795,-0.61051
14095,0.98512,-0.047216,0.16526,0.083386,0.97208,-0.21934,-0.15029,0.22985,0.96155,12.85,9.5122,2.744,0.11346,0.0797,0.032987,0.98979,0.79606,0.55921,0.23145,16.388,1.3734,122.61,-568.27,0.015001,0.17767,-0.5786,-0.03736,0.18989,-0.64168,0.0025843,0.18535,-0.65094,0.076961,0.16901,-0.61501
14210,0.98735,-0.031822,0.15532,0.064648,0.97531,-0.21115,-0.14476,0.21852,0.96504,12.342,8.9352,1.846,0.1084,0.075708,0.024338,0.99092,0.8063,0.56313,0.18103,15.453,-0.79736,123.1,-571.39,0.011575,0.17855,-0.58124,-0.041574,0.19034,-0.64366,-0.0016563,0.18674,-0.65329,0.073318,0.17111,-0.61822
14272,0.99072,-0.037784,0.13054,0.065247,0.97487,-0.21302,-0.11921,0.21956,0.96829,12.407,7.5009,2.1841,0.10905,0.062961,0.025973,0.9917,0.84816,0.4897,0.20202,14.774,0.70021,123.16,-572.74,0.013473,0.17842,-0.58309,-0.041163,0.19067,-0.64413,-0.0014804,0.18656,-0.65492,0.074301,0.17084,-0.62165
